CustomerID,TransactionID,Date,ProductID,Category,SubCategory,Quantity,Price,Age,Gender,Region,Review_Text,Rating,Churned,Image_URL,Fraud_Flag,Total_Spend
20,2dcea24f-daa6-4bcd-8eba-0556aa5b5e74,2022-01-20,1130,Clothing,Puzzle,8,372.21,63,Male,East,Report less another best.,5,0,https://example.com/image19.jpg,0,2977.68
21,100c1733-45cf-45d7-a079-52cd3ddf9a43,2022-01-21,1661,Electronics,Action Figure,6,369.81,28,Female,East,May newspaper until analysis.,5,0,https://example.com/image20.jpg,0,2218.86
22,46c5d2b7-1fa5-4436-96cc-db850fe2be7c,2022-01-22,1308,Toys,Pants,4,93.12,50,Female,West,Make measure the claim.,5,1,https://example.com/image21.jpg,0,372.48
23,6fa65167-eed4-44aa-be3e-acd93676ce22,2022-01-23,1769,Clothing,Sofa,8,413.22,53,Female,North,Develop scientist but case left foot visit.,4,1,https://example.com/image22.jpg,0,3305.76
24,7c88efb1-3c70-418f-b05e-daaa79bf098a,2022-01-24,1343,Electronics,Snacks,3,141.68,43,Male,South,Turn quite too list.,4,1,https://example.com/image23.jpg,0,425.04
25,e53b9c4f-2134-4eb5-97b8-7878242e433d,2022-01-25,1491,Clothing,Laptop,4,465.53,44,Female,East,Project when have avoid public.,3,0,https://example.com/image24.jpg,0,1862.12
26,0ad25c9c-65b3-4929-9e44-91740010f13e,2022-01-26,1413,Grocery,Action Figure,6,185.5,55,Male,East,Red just standard order or.,3,0,https://example.com/image25.jpg,0,1113.0
27,2a720a54-f04a-4dd5-862c-4993e3f7dac1,2022-01-27,1805,Toys,Bed,7,429.54,39,Female,South,Effort responsibility call there front behavior.,2,0,https://example.com/image26.jpg,0,3006.78
28,eb7bef48-fe3c-49b5-94d6-60d0a74c7027,2022-01-28,1385,Furniture,Sofa,4,136.79,43,Male,East,Take standard stage board.,3,0,https://example.com/image27.jpg,0,547.16
29,7762b69a-69fc-4fd9-a5c3-7aed3d3636ca,2022-01-29,1191,Clothing,Sofa,4,259.69,39,Female,West,Simply theory production you politics.,2,1,https://example.com/image28.jpg,1,1038.76
30,cb18c198-aaa7-40df-8012-664ca7c10dfe,2022-01-30,1955,Grocery,Bed,7,57.91,22,Female,South,We site glass instead national would life trial.,5,0,https://example.com/image29.jpg,0,405.37
31,4bf4b53e-a5d3-41c4-93da-529df9a936ac,2022-01-31,1276,Furniture,Mobile,6,331.76,52,Male,East,Such summer myself.,3,0,https://example.com/image30.jpg,0,1990.56
32,f4fff34b-7b71-47b1-ba5b-e68e1ae99aad,2022-02-01,1160,Furniture,Mobile,8,418.86,19,Male,South,Strategy friend company quality while.,3,0,https://example.com/image31.jpg,0,3350.88
33,a0606fcd-9f24-48f2-b12b-13c03b18653c,2022-02-02,1459,Clothing,Bed,1,360.63,52,Female,East,For main second treat create church determine thousand.,3,1,https://example.com/image32.jpg,0,360.63
34,740e85c7-bf33-471f-813e-afbe32c27090,2022-02-03,1313,Electronics,Pants,7,264.01,26,Male,East,Find lay base bank.,2,0,https://example.com/image33.jpg,0,1848.07
35,02377c84-05ed-427a-b448-6e8df229c27f,2022-02-04,1021,Clothing,Milk,7,27.33,68,Female,North,Spend bag become affect all.,2,0,https://example.com/image34.jpg,0,191.31
36,54be3b7d-0ca4-4a6f-992c-a48ca9d3f679,2022-02-05,1252,Grocery,Bed,7,467.05,68,Male,South,Example treat bill direction serve group imagine.,1,1,https://example.com/image35.jpg,0,3269.35
37,243112b4-ac40-4d3e-9905-7ff4c5804ff0,2022-02-06,1747,Furniture,Milk,7,354.22,66,Male,North,Environment process like.,2,0,https://example.com/image36.jpg,0,2479.54
38,9ca71ee5-ed0a-459e-877f-3ddacb2b244a,2022-02-07,1856,Clothing,Action Figure,8,374.2,35,Female,East,Indeed land accept test first attorney.,2,0,https://example.com/image37.jpg,0,2993.6
39,5eb9194a-afbc-413b-93dd-d97130ad3f03,2022-02-08,1560,Electronics,Pants,9,398.37,60,Female,South,Position try feel size kind manager.,4,0,https://example.com/image38.jpg,0,3585.33
40,b905a6bf-d446-4bdd-8540-83e2d073e150,2022-02-09,1474,Clothing,Snacks,9,375.13,29,Male,South,Appear computer each board positive join.,3,0,https://example.com/image39.jpg,0,3376.17
41,ddbfa48a-88bf-4462-8d19-dd24b63ce120,2022-02-10,1058,Toys,Milk,2,223.35,20,Male,West,Mouth happen institution one admit light first certain.,2,0,https://example.com/image40.jpg,0,446.7
42,02871555-6553-404d-bebd-4c10ca0ade8c,2022-02-11,1510,Electronics,Sofa,7,368.14,35,Male,West,Policy enjoy you group.,3,0,https://example.com/image41.jpg,0,2576.98
43,30e56d3f-d7a0-4bab-b754-6922177de3bc,2022-02-12,1681,Grocery,Action Figure,7,314.39,55,Male,East,Hotel international conference operation hear order.,3,1,https://example.com/image42.jpg,0,2200.73
44,186bbe62-a23c-41dd-8a4c-646438a67036,2022-02-13,1475,Furniture,Sofa,4,427.74,24,Female,East,Now both music standard.,4,0,https://example.com/image43.jpg,0,1710.96
45,14d1acde-68de-44b1-8f60-92f8384f9428,2022-02-14,1699,Clothing,Pants,9,402.22,50,Female,East,Sell quality garden tell.,3,0,https://example.com/image44.jpg,0,3619.9800000000005
46,76eeadfb-40b8-4679-b8df-7ad5bc528f3a,2022-02-15,1975,Electronics,Milk,8,25.48,23,Male,East,Ever thousand politics easy.,2,0,https://example.com/image45.jpg,0,203.84
47,4f5ab064-6813-4d25-a251-1eb45da402ac,2022-02-16,1782,Toys,Shirt,1,192.55,35,Female,West,Between drug force rich worker read.,3,0,https://example.com/image46.jpg,0,192.55
48,6a3fa459-1adb-457c-b4c1-3ef90bc4be23,2022-02-17,1189,Electronics,Pants,2,22.18,62,Male,South,Clear start picture.,1,0,https://example.com/image47.jpg,0,44.36
49,c0242593-0d8b-4d7a-8625-7fa021cbeea4,2022-02-18,1957,Toys,Pants,2,55.53,39,Male,North,Ask deal movie almost.,1,0,https://example.com/image48.jpg,0,111.06
50,19d9ab5c-e186-4f59-a3a2-38c4bde06d94,2022-02-19,1686,Grocery,Shirt,8,302.7,68,Male,South,Share movie own task develop of.,4,0,https://example.com/image49.jpg,0,2421.6
51,72f7e062-8000-4253-8177-48f576084544,2022-02-20,1957,Furniture,Action Figure,1,437.54,56,Female,South,Cup now because discussion return.,2,0,https://example.com/image50.jpg,0,437.54
52,6fb2871e-746f-447f-af36-c16555952ebb,2022-02-21,1562,Grocery,Milk,4,64.31,68,Male,West,First participant family outside trial.,4,1,https://example.com/image51.jpg,0,257.24
53,3ab34950-0326-454c-b709-8a754be59fac,2022-02-22,1875,Clothing,Milk,5,228.29,26,Female,South,Hand message list understand hour side player night.,1,0,https://example.com/image52.jpg,0,1141.45
54,74c09025-9f68-4ab1-97d0-7b213e060429,2022-02-23,1566,Electronics,Sofa,9,455.89,52,Female,South,Of wish recognize head pay.,2,0,https://example.com/image53.jpg,0,4103.01
55,c2f1e37f-6bb7-4503-ac2f-b18a97c1e85c,2022-02-24,1243,Toys,Pants,7,408.08,40,Male,East,Per less teach one trial.,3,0,https://example.com/image54.jpg,0,2856.56
56,52262105-2fce-4d8d-b6f2-c038d4ca5f24,2022-02-25,1831,Toys,Pants,8,262.24,29,Female,North,Human tough maybe continue stay.,2,0,https://example.com/image55.jpg,0,2097.92
57,96c04bd0-f2b0-45b0-8785-6e9e2ddc2b5b,2022-02-26,1504,Electronics,Puzzle,9,386.93,69,Male,South,Fall ball crime message issue first.,5,0,https://example.com/image56.jpg,0,3482.37
58,0e525002-e9e7-444d-9c4e-747f1b2512f9,2022-02-27,1130,Electronics,Snacks,7,263.73,41,Male,South,Seat rise support too.,2,0,https://example.com/image57.jpg,0,1846.1100000000001
59,44674b41-907d-4aff-88f4-9a19168d03ba,2022-02-28,1484,Clothing,Pants,5,83.26,67,Female,North,Political use law.,3,0,https://example.com/image58.jpg,0,416.3
60,b3886e7d-833c-4acb-a46a-0b15bd32a0c3,2022-03-01,1818,Grocery,Laptop,5,66.74,57,Male,East,Building responsibility project note them throw.,5,1,https://example.com/image59.jpg,0,333.7
61,df55d046-6415-4d2c-aa90-74c5fd38d852,2022-03-02,1646,Toys,Snacks,6,98.24,26,Female,West,Surface fall knowledge politics trial son.,4,0,https://example.com/image60.jpg,0,589.4399999999999
62,364ce310-663e-4250-a486-f539c15c8379,2022-03-03,1020,Clothing,Laptop,5,178.71,30,Female,West,Cover rock someone learn away better democratic imagine.,2,0,https://example.com/image61.jpg,0,893.5500000000001
63,bc4217df-b4e7-4a67-9550-8e4e19c26ac4,2022-03-04,1840,Grocery,Milk,9,465.61,57,Female,South,Director part some.,4,0,https://example.com/image62.jpg,0,4190.49
64,53918c05-4ad6-4ad9-b363-8e826bade7d3,2022-03-05,1166,Clothing,Snacks,3,400.84,59,Male,East,Civil wind half past.,2,0,https://example.com/image63.jpg,0,1202.52
65,f84655c1-3740-4aa9-a70c-c879df3d036c,2022-03-06,1273,Toys,Pants,3,219.24,34,Female,West,Without eye return face source white before.,1,0,https://example.com/image64.jpg,0,657.72
66,fc672405-1f97-4a0f-b63b-6a4e7723064f,2022-03-07,1387,Electronics,Shirt,7,249.07,24,Male,West,Apply chair house city keep.,1,0,https://example.com/image65.jpg,0,1743.49
67,748650d4-7cb9-4000-816d-45063b588dae,2022-03-08,1600,Electronics,Sofa,7,136.48,34,Male,West,Audience finish ever style local huge.,3,1,https://example.com/image66.jpg,0,955.3599999999999
68,230397a3-df3a-4d88-bac4-ac5af0e8a62e,2022-03-09,1315,Grocery,Laptop,6,353.65,67,Female,West,Catch body leave stand discuss.,1,1,https://example.com/image67.jpg,0,2121.8999999999996
69,339e8f23-5d39-43f1-a8a1-18d41bbac2c7,2022-03-10,1013,Furniture,Snacks,3,402.37,41,Female,West,Water attack lose why.,5,0,https://example.com/image68.jpg,0,1207.1100000000001
70,a77d03e4-23cf-48dc-bd3d-7a1c83788a2f,2022-03-11,1241,Grocery,Pants,7,123.26,19,Male,South,Table technology finish thousand.,5,0,https://example.com/image69.jpg,0,862.82
71,649ed084-fe3b-47d6-96bb-a3c342f07fa9,2022-03-12,1776,Furniture,Snacks,5,25.7,52,Female,West,Green beautiful wide now tree ability.,2,0,https://example.com/image70.jpg,0,128.5
72,dd953b7e-c9b7-4ea0-8a8b-273cd019d518,2022-03-13,1345,Clothing,Pants,7,313.83,45,Female,South,Set group the.,4,0,https://example.com/image71.jpg,0,2196.81
73,89998924-749c-42ef-adc7-f180c82b59b3,2022-03-14,1564,Clothing,Pants,2,283.44,36,Female,North,Girl person successful purpose mean record particular.,5,1,https://example.com/image72.jpg,0,566.88
74,f44ff25c-5c4b-4b8a-b6e4-c06b001a6caa,2022-03-15,1897,Toys,Pants,6,204.05,50,Male,North,Cup feeling smile letter majority he.,2,1,https://example.com/image73.jpg,0,1224.3000000000002
75,2700cccf-b888-4656-9240-31202843cf60,2022-03-16,1339,Furniture,Puzzle,8,323.73,38,Female,East,Use keep about meeting.,4,0,https://example.com/image74.jpg,0,2589.84
76,3c1a5ed8-b258-4f75-9322-99c5876bf971,2022-03-17,1091,Toys,Sofa,1,277.55,27,Male,South,After like source offer produce happen.,1,0,https://example.com/image75.jpg,0,277.55
77,5f085686-d9eb-4b20-aa71-d6f1530b7b41,2022-03-18,1366,Electronics,Shirt,4,129.04,63,Male,East,All issue involve base I mission.,2,0,https://example.com/image76.jpg,0,516.16
78,17abeb6c-6d3e-48c1-a51a-08eb4c9d2dbf,2022-03-19,1955,Furniture,Shirt,1,201.88,62,Female,North,Sound statement get past people.,4,0,https://example.com/image77.jpg,1,201.88
79,16a72eee-a628-4cf7-951b-aafa49a777d6,2022-03-20,1454,Grocery,Snacks,1,216.92,26,Female,North,Nice hour hand new.,3,1,https://example.com/image78.jpg,0,216.92
80,6f788fea-76f3-4577-bf8d-718e668005a2,2022-03-21,1427,Electronics,Snacks,8,440.72,55,Male,North,Also trial adult act marriage surface.,3,0,https://example.com/image79.jpg,0,3525.76
81,ff93aa89-b631-4be2-ac85-4b6a05eb4911,2022-03-22,1508,Electronics,Pants,7,480.65,23,Male,North,Color rise song.,5,0,https://example.com/image80.jpg,0,3364.5499999999997
82,221c081f-3a55-41d8-9614-91b73fad95e7,2022-03-23,1775,Grocery,Puzzle,1,447.04,68,Female,West,Never recent upon.,4,0,https://example.com/image81.jpg,0,447.04
83,872a09da-fce6-48b0-9b2b-6032e0e03609,2022-03-24,1942,Electronics,Pants,2,360.99,59,Male,North,Must buy democratic language range power without.,3,0,https://example.com/image82.jpg,0,721.98
84,0af5625f-1fd9-440b-a42f-b1421f035eb4,2022-03-25,1034,Furniture,Puzzle,4,294.57,52,Female,West,Everybody employee wind vote effect focus.,5,0,https://example.com/image83.jpg,0,1178.28
85,71e4fc44-2111-4fcf-8a0e-c6dc9f33bc6d,2022-03-26,1205,Toys,Pants,1,346.18,35,Male,West,Nature church someone.,2,1,https://example.com/image84.jpg,0,346.18
86,a35dab8a-8213-411f-b9f4-5386266f5b97,2022-03-27,1080,Electronics,Laptop,3,469.86,36,Female,East,End past deep billion become.,2,0,https://example.com/image85.jpg,0,1409.58
87,6a7a6230-9727-44ac-a6ca-c910ec6aa59c,2022-03-28,1931,Furniture,Laptop,8,128.75,22,Male,West,No example but difficult build leader.,4,0,https://example.com/image86.jpg,0,1030.0
88,0b4178dd-b802-4749-9989-bfea9485dc4d,2022-03-29,1561,Clothing,Milk,8,269.88,42,Female,East,Popular success thousand between hard certainly mind.,4,0,https://example.com/image87.jpg,0,2159.04
89,55a4bfeb-4a48-47df-9d44-e1cce9762e3e,2022-03-30,1871,Furniture,Pants,8,346.36,28,Female,West,Box tough fish scientist television material both door.,4,0,https://example.com/image88.jpg,0,2770.88
90,c3917bb4-bcf9-4159-b3f7-15dc2149b727,2022-03-31,1387,Toys,Sofa,6,341.23,27,Male,West,Soon low right Democrat government throw.,4,0,https://example.com/image89.jpg,0,2047.38
91,a93dbd3a-2fcd-4b7a-adc4-6e2a0087d4ea,2022-04-01,1001,Furniture,Milk,6,129.88,34,Female,North,Main what arm prepare yeah.,3,0,https://example.com/image90.jpg,0,779.28
92,4ab31141-7b54-4d79-bb86-711599abb280,2022-04-02,1389,Grocery,Snacks,5,295.43,53,Male,South,Simply call fund.,3,0,https://example.com/image91.jpg,0,1477.15
93,576c0e70-affb-4a92-826b-392cb561d053,2022-04-03,1565,Toys,Action Figure,9,398.98,43,Male,West,Energy he health final popular partner gas.,5,0,https://example.com/image92.jpg,0,3590.82
94,68817954-8698-42a6-9d7e-de201eb789bc,2022-04-04,1105,Clothing,Pants,4,240.16,48,Male,South,Trade age black save population turn for.,3,0,https://example.com/image93.jpg,0,960.64
95,14c2257f-59f8-4217-ad5c-59c1971cd96a,2022-04-05,1771,Grocery,Laptop,7,397.68,49,Male,South,Ago discuss wait agreement PM least.,2,0,https://example.com/image94.jpg,0,2783.76
96,75abde87-9cec-4f8e-a245-6690b2d293b7,2022-04-06,1821,Furniture,Action Figure,1,183.14,38,Female,South,Address across blood move.,5,0,https://example.com/image95.jpg,0,183.14
97,c3c6c9b5-fa9d-442e-88e6-1e2030b1d16a,2022-04-07,1476,Toys,Puzzle,9,469.69,35,Male,West,Worker company minute.,3,0,https://example.com/image96.jpg,1,4227.21
98,f0aabc0a-3d17-47ac-a714-097fe9024157,2022-04-08,1702,Clothing,Action Figure,7,269.29,35,Male,South,Home old town leave apply upon.,4,1,https://example.com/image97.jpg,0,1885.0300000000002
99,1d30f492-15e5-48a9-8b3f-efad36c406d8,2022-04-09,1401,Grocery,Sofa,9,299.99,18,Male,West,Discussion record suddenly little interview institution international.,3,0,https://example.com/image98.jpg,1,2699.91
100,ef50545d-bc46-4225-92fd-285a34600e2e,2022-04-10,1729,Clothing,Pants,7,20.52,31,Female,North,Big five you popular radio law.,1,0,https://example.com/image99.jpg,0,143.64
101,c3dd3455-f178-4fbf-9607-af0f0306f895,2022-04-11,1555,Furniture,Shirt,2,89.28,25,Male,West,Go open card despite teacher.,5,0,https://example.com/image100.jpg,0,178.56
102,cce0bd79-f63b-4568-92af-b787e45592cd,2022-04-12,1161,Clothing,Action Figure,6,318.3,19,Female,East,Trip set firm side through decision truth seem.,3,1,https://example.com/image101.jpg,0,1909.8000000000002
103,04b59dbe-491b-417e-aeb4-888b25273590,2022-04-13,1201,Electronics,Shirt,4,212.84,68,Female,North,Former upon mention level real whether.,3,0,https://example.com/image102.jpg,0,851.36
104,f3fcad61-aeff-44c2-bd41-fe5538745635,2022-04-14,1957,Grocery,Puzzle,3,256.54,32,Male,South,Teacher bag treat chance road.,2,0,https://example.com/image103.jpg,0,769.6200000000001
105,e9d482a5-f3c6-4490-8ae3-5a63623c46e7,2022-04-15,1995,Clothing,Milk,2,36.17,51,Female,South,Employee board allow smile assume enjoy front.,4,0,https://example.com/image104.jpg,0,72.34
106,0d19c813-21cc-4622-8e1b-6698339d12ef,2022-04-16,1269,Furniture,Shirt,6,417.9,53,Male,East,Doctor television material turn.,4,1,https://example.com/image105.jpg,0,2507.3999999999996
107,c455662e-91d5-4e5e-8818-253c6e4e25ff,2022-04-17,1862,Furniture,Milk,8,393.33,18,Female,North,Could likely shoulder style animal our investment ok.,2,1,https://example.com/image106.jpg,0,3146.64
108,54f05683-8953-4c9f-94e3-ff11045ee2c1,2022-04-18,1815,Clothing,Laptop,6,96.75,68,Female,East,Spend amount fine major song imagine than interest.,2,1,https://example.com/image107.jpg,0,580.5
109,7b6973ca-6a7e-421a-8c4c-5238d4facea2,2022-04-19,1270,Furniture,Pants,9,318.99,38,Male,South,Follow visit language ball floor when.,1,1,https://example.com/image108.jpg,0,2870.91
110,5283e888-d554-4bf8-905a-33ec1519cd12,2022-04-20,1455,Toys,Action Figure,5,410.07,59,Female,West,Kitchen politics late admit.,5,1,https://example.com/image109.jpg,0,2050.35
111,d96f26e1-dfe0-4de8-ac48-6fabe3485430,2022-04-21,1461,Toys,Laptop,2,322.22,18,Male,South,With opportunity discuss next Congress.,4,0,https://example.com/image110.jpg,0,644.44
112,ef91876f-136b-40d9-9b25-6a416d3f65cd,2022-04-22,1726,Toys,Laptop,8,158.65,49,Female,East,Bit hour again man minute.,2,0,https://example.com/image111.jpg,0,1269.2
113,4d37bc58-fb3c-4422-bfd4-2efa2d8bbbb5,2022-04-23,1251,Electronics,Bed,9,329.78,37,Male,West,Front name realize one image order standard.,2,0,https://example.com/image112.jpg,0,2968.0199999999995
114,bd3d2b60-809d-4ee3-ac4d-d7e762567a8d,2022-04-24,1701,Clothing,Mobile,4,109.18,64,Male,West,Want box project themselves.,5,0,https://example.com/image113.jpg,0,436.72
115,7837ea67-fdbb-4f12-bc04-a57fc54087d1,2022-04-25,1295,Electronics,Sofa,6,162.54,53,Male,South,Power establish in rule beautiful today.,2,0,https://example.com/image114.jpg,0,975.24
116,1cc0297a-3856-43f0-a8f0-b6ffba1e29a3,2022-04-26,1724,Furniture,Milk,8,123.83,56,Male,West,Experience against air.,1,0,https://example.com/image115.jpg,0,990.64
117,2534e094-a225-4285-b361-ffaaff6eed83,2022-04-27,1719,Electronics,Bed,9,280.68,47,Female,North,Her understand friend mean against special.,5,0,https://example.com/image116.jpg,0,2526.12
118,0fcee675-44c6-4b1b-9da4-a43dc8508abe,2022-04-28,1748,Furniture,Mobile,5,58.57,24,Male,South,Idea situation body east within.,1,0,https://example.com/image117.jpg,0,292.85
119,8d0b3a7b-5e32-4cce-b76c-12dfcecc7799,2022-04-29,1337,Furniture,Sofa,6,466.99,39,Male,South,Gas bring glass sign later campaign reality.,3,0,https://example.com/image118.jpg,0,2801.94
120,2b9d29db-2b93-4020-b303-db2bbb86a424,2022-04-30,1878,Grocery,Milk,4,170.09,67,Male,North,Particularly science high bit.,4,0,https://example.com/image119.jpg,0,680.36
121,b860e6ff-0b98-496a-9d8f-005729abe6e4,2022-05-01,1052,Toys,Pants,5,113.39,62,Male,South,See their official discuss along become.,2,0,https://example.com/image120.jpg,0,566.95
122,149388c8-5780-4f71-8f13-a7c89fc8f67f,2022-05-02,1791,Furniture,Sofa,7,250.79,27,Female,East,Next record hour current voice true.,5,0,https://example.com/image121.jpg,0,1755.53
123,9aeabbd8-8754-46be-8107-5554f4fb4891,2022-05-03,1921,Grocery,Action Figure,9,142.11,25,Male,East,Per individual raise sister.,1,1,https://example.com/image122.jpg,0,1278.9900000000002
124,69b9ea27-92e6-436c-b64d-94966e187a84,2022-05-04,1216,Toys,Laptop,6,269.78,44,Female,South,Others responsibility mouth themselves deep create.,4,0,https://example.com/image123.jpg,0,1618.6799999999998
125,ddc51709-76c6-4733-9038-4e4323a182fd,2022-05-05,1763,Furniture,Mobile,6,177.51,27,Male,North,Later push where money thing among.,4,1,https://example.com/image124.jpg,1,1065.06
126,b0853dfe-38a6-4454-95b4-9c081b5dca8a,2022-05-06,1187,Furniture,Mobile,8,70.37,31,Male,West,Some phone Democrat tough adult.,2,0,https://example.com/image125.jpg,0,562.96
127,bef6762e-c7ac-434a-8d96-b8f1381077f2,2022-05-07,1379,Electronics,Mobile,4,136.62,63,Male,North,Yard sing itself his step.,4,0,https://example.com/image126.jpg,0,546.48
128,02c03688-39ea-49bf-b0ee-2d7ef2bfeda3,2022-05-08,1492,Electronics,Milk,3,222.03,69,Male,East,Third increase everybody place find.,2,0,https://example.com/image127.jpg,0,666.09
129,e3557870-1d66-4bf5-aa0a-6b35d85a32df,2022-05-09,1040,Toys,Action Figure,7,20.0,28,Male,South,Since age owner level although arm national little.,3,0,https://example.com/image128.jpg,0,140.0
130,cf2b0fb0-c7a5-4a8e-b985-76e792dfe444,2022-05-10,1156,Furniture,Sofa,5,386.47,23,Male,North,Song development forget hair.,2,0,https://example.com/image129.jpg,0,1932.3500000000001
131,111e0ff9-e42a-4c73-ab9c-659efd2fbd19,2022-05-11,1014,Clothing,Laptop,2,312.8,38,Female,West,Its make officer technology.,1,0,https://example.com/image130.jpg,0,625.6
132,3e6f752f-111f-498e-aaf9-a377a7184ee0,2022-05-12,1812,Electronics,Action Figure,2,302.67,50,Female,West,Appear season plan wrong method.,4,1,https://example.com/image131.jpg,0,605.34
133,5b106c7e-b7b4-47aa-a7ae-48b6b108f605,2022-05-13,1064,Toys,Bed,6,275.29,36,Male,West,Among school or role season structure.,4,1,https://example.com/image132.jpg,0,1651.7400000000002
134,67b1bae2-d915-436c-b352-3e3d6750a0fc,2022-05-14,1856,Furniture,Pants,8,297.21,56,Male,West,Body say relationship.,4,1,https://example.com/image133.jpg,0,2377.68
135,c191dae6-16a6-4b97-b930-411264273f76,2022-05-15,1838,Furniture,Shirt,1,467.65,41,Male,North,Vote with management change increase serve.,2,1,https://example.com/image134.jpg,0,467.65
136,30ab45df-b69d-4743-9841-b53c2684b249,2022-05-16,1520,Clothing,Action Figure,6,9.24,35,Female,West,Prove even middle agree natural.,5,0,https://example.com/image135.jpg,0,55.44
137,4340ba2e-9a56-48e0-8bd5-64440b036a61,2022-05-17,1343,Toys,Bed,2,28.66,52,Male,East,Those must concern if value majority.,2,0,https://example.com/image136.jpg,0,57.32
138,7ff8e0d1-2c12-4df2-bdbe-cabbc799a6a9,2022-05-18,1128,Furniture,Laptop,2,99.79,69,Female,West,Class know ability best thought manager agency.,1,0,https://example.com/image137.jpg,0,199.58
139,d6e77632-d127-46e7-9c48-b741d8773412,2022-05-19,1647,Electronics,Shirt,7,87.81,60,Female,East,Center forget range ready.,2,0,https://example.com/image138.jpg,1,614.6700000000001
140,e2ce3fcc-5e20-4ee7-8188-b42fc704e6a2,2022-05-20,1471,Clothing,Shirt,1,94.69,54,Female,North,Around form low race heavy page consumer also.,4,0,https://example.com/image139.jpg,0,94.69
141,3ea0d1ec-6b9f-48ed-bba9-c773aa93db54,2022-05-21,1062,Toys,Action Figure,6,337.61,36,Female,East,Serious step full.,3,1,https://example.com/image140.jpg,0,2025.66
